COMMUNE;LIBGEO;MED15;SEXE_1;SEXE_2;AGEREVQ_015;AGEREVQ_020;AGEREVQ_025;AGEREVQ_030;AGEREVQ_035;AGEREVQ_040;AGEREVQ_045;AGEREVQ_050;AGEREVQ_055;AGEREVQ_060;AGEREVQ_065;AGEREVQ_070;AGEREVQ_075;AGEREVQ_080;AGEREVQ_085;AGEREVQ_090;AGEREVQ_095;AGEREVQ_100;AGEREVQ_110;AGEREVQ_105;CS1_1;CS1_2;CS1_3;CS1_4;CS1_5;CS1_6;CS1_7;CS1_8;DIPLOME_1;DIPLOME_2;DIPLOME_3;EMPLOI_1;EMPLOI_2;EMPLOI_3;EMPLOI_9;MENAGE_1;MENAGE_2;MENAGE_3;MENAGE_4;MENAGE_5;TYPLOG_1;TYPLOG_3;TYPLOG_2;STOCC_1;STOCC_2;STOCC_3;STOCC_4
37267;Véretz;23 453;1726;1807;10,35;3,59;4,14;8,14;6,77;10,07;11,59;9,52;6,62;7,73;8,15;4,69;3,32;2,50;1,67;1,00;0,15;0,00;0,00;0,00;0,00;2,90;12,14;18,21;16,84;12,28;26,03;11,59;45,31;20,32;34,37;47,47;6,07;4,28;42,18;8,69;6,21;50,92;31,46;2,72;93,69;1,90;4,42;84,17;8,69;4,69;2,45
37268;Verneuil-le-Château;17 716;53;48;4,76;4,76;0,00;4,76;19,05;0,00;9,52;14,29;9,52;0,00;0,00;9,52;9,52;4,76;4,76;4,76;0,00;0,00;0,00;0,00;14,29;0,00;4,76;0,00;19,05;19,05;33,33;9,52;76,19;0,00;23,81;33,33;0,00;19,05;47,62;19,05;9,52;33,33;38,10;0,00;100,00;0,00;0,00;90,48;0,00;9,52;0,00
37269;Verneuil-sur-Indre;19 562;220;185;4,94;4,94;2,47;0,00;7,41;8,64;13,58;13,58;8,64;6,17;4,94;7,41;7,41;4,94;2,47;1,23;1,23;0,00;0,00;0,00;4,94;6,17;2,47;17,28;8,64;17,28;34,57;8,64;75,31;11,11;13,58;33,33;6,17;13,58;46,91;19,75;4,94;35,80;34,57;4,94;96,30;0,00;3,70;74,07;23,46;2,47;0,00
37270;Vernou-sur-Brenne;22 140;1075;1155;9,42;4,93;4,48;6,05;4,93;10,09;10,54;10,31;6,28;6,05;5,61;5,38;5,38;4,26;2,91;2,69;0,45;0,22;0,00;0,00;2,24;7,17;9,19;15,25;13,45;12,11;28,92;11,66;55,83;16,14;28,03;39,24;5,61;10,76;44,39;15,47;5,83;41,70;31,84;5,16;90,81;4,04;5,16;75,56;12,56;4,26;7,62
37271;Villaines-les-Rochers;19 961;436;406;6,00;4,17;5,96;7,75;9,58;7,76;8,94;10,75;11,86;5,93;4,15;3,55;7,70;4,14;0,59;1,18;0,00;0,00;0,00;0,00;0,60;4,76;5,96;14,31;16,11;22,67;26,64;8,94;65,43;11,91;22,67;42,95;7,74;5,95;43,35;16,50;4,75;46,73;30,83;1,19;98,82;0,00;1,18;82,77;13,67;1,78;1,78
37272;Villandry;22 859;401;432;7,08;2,43;8,75;9,19;12,57;9,55;13,14;7,35;5,59;9,37;6,18;2,50;2,54;1,88;0,63;1,25;0,00;0,00;0,00;0,00;0,00;3,02;9,14;23,44;18,86;13,37;23,74;8,42;48,42;21,10;30,48;49,43;8,56;4,87;37,14;10,02;6,68;46,51;33,80;2,99;97,50;0,00;2,50;88,41;6,75;0,63;4,21
37273;La Ville-aux-Dames;21 428;2090;2350;7,32;6,53;6,31;6,42;6,42;8,33;7,66;8,56;7,43;9,01;9,91;6,08;4,28;3,49;1,69;0,45;0,11;0,00;0,00;0,00;0,45;3,15;6,87;15,43;15,88;13,51;32,21;12,50;61,82;19,03;19,14;40,20;5,18;4,28;50,34;11,60;5,41;44,71;36,26;2,03;87,73;0,68;11,60;73,65;14,19;11,49;0,68
37274;Villebourg;19 249;134;104;8,33;6,25;6,25;14,58;2,08;4,17;10,42;10,42;16,67;6,25;0,00;2,08;2,08;8,33;2,08;0,00;0,00;0,00;0,00;0,00;0,00;4,17;2,08;10,42;14,58;33,33;20,83;14,58;62,50;20,83;16,67;43,75;10,42;2,08;43,75;12,50;8,33;43,75;29,17;6,25;100,00;0,00;0,00;89,58;10,42;0,00;0,00
37275;Villedômain;16 892;59;39;10,00;0,00;0,00;0,00;0,00;5,00;5,00;10,00;5,00;5,00;30,00;0,00;15,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;15,00;65,00;10,00;75,00;5,00;20,00;20,00;0,00;0,00;80,00;30,00;20,00;0,00;50,00;0,00;100,00;0,00;0,00;95,00;0,00;0,00;5,00
37276;Villedômer;21 256;580;540;7,40;7,32;3,71;9,73;8,80;8,80;11,60;10,60;3,71;5,11;8,82;4,64;4,18;1,86;3,25;0,46;0,00;0,00;0,00;0,00;1,86;1,86;5,57;14,39;17,64;18,10;24,14;16,45;54,17;23,13;22,70;43,17;3,25;5,57;48,01;11,14;6,03;42,24;34,35;6,24;93,76;5,78;0,46;80,30;11,14;3,25;5,31
37277;Villeloin-Coulangé;18 426;246;277;1,98;0,99;4,95;8,91;4,95;3,96;3,96;5,94;17,46;10,71;12,82;3,90;3,90;7,86;5,76;0,99;0,93;0,00;0,00;0,00;13,87;1,98;1,98;7,92;8,91;9,91;42,91;12,51;72,45;10,90;16,66;18,82;4,95;17,83;58,40;14,86;2,97;29,72;33,68;18,78;84,20;15,80;0,00;68,35;5,94;9,91;15,80
37278;Villeperdue;19 603;373;388;6,45;7,74;11,61;4,52;7,10;14,19;7,10;10,97;3,87;10,97;5,16;2,58;3,23;1,94;1,94;0,65;0,00;0,00;0,00;0,00;1,29;3,23;3,23;16,13;21,94;21,29;23,23;9,68;60,65;22,58;16,77;47,10;5,16;5,16;42,58;12,90;4,52;47,74;34,84;0,00;94,84;0,00;5,16;74,84;23,23;1,94;0,00
37279;Villiers-au-Bouin;18 405;291;301;7,63;2,54;2,54;9,32;14,41;6,78;10,17;7,63;6,78;8,47;5,93;5,93;3,39;4,24;3,39;0,85;0,00;0,00;0,00;0,00;1,69;5,93;1,69;14,41;17,80;16,95;27,96;13,56;67,80;18,64;13,56;37,29;6,78;6,78;49,15;14,41;6,78;45,76;28,81;4,23;98,31;0,84;0,85;76,27;13,56;9,32;0,84
37280;Vou;20 837;85;95;5,56;5,56;8,33;5,56;2,78;2,78;11,11;8,33;5,56;11,11;11,11;5,56;2,78;0,00;11,11;2,78;0,00;0,00;0,00;0,00;5,56;8,33;5,56;8,33;13,89;11,11;38,89;8,33;61,11;19,44;19,44;25,00;11,11;13,89;50,00;16,67;13,89;22,22;38,89;8,33;100,00;0,00;0,00;83,33;16,67;0,00;0,00
37281;Vouvray;23 643;1300;1305;5,76;4,80;5,76;8,06;8,06;10,36;6,91;6,91;11,32;9,79;7,68;4,41;3,65;3,84;1,34;0,96;0,38;0,00;0,00;0,00;2,50;4,03;15,93;18,62;10,56;9,79;26,49;12,09;49,14;15,74;35,12;40,69;6,33;9,98;42,99;14,97;6,33;37,81;35,70;5,18;81,96;4,22;13,82;69,67;17,47;7,49;5,37
37282;Yzeures-sur-Creuse;18 441;614;645;6,45;4,03;2,02;6,85;5,24;6,45;4,84;8,06;9,27;12,10;12,50;8,06;5,65;4,03;3,63;0,81;0,00;0,00;0,00;0,00;3,23;6,05;2,82;5,24;14,92;16,13;40,73;10,89;74,19;14,52;11,29;31,05;2,82;9,68;56,45;24,19;3,63;31,05;38,71;2,42;95,97;0,00;4,03;84,68;9,68;2,82;2,82
